-5.231060386299999720e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
-7.933823746799999910e+00	0.000000000000000000e+00	2.000000000000000000e+00	0.000000000000000000e+00
-2.396298430399999901e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.000000000000000000e+00
-1.084418749200000036e+02	2.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
-5.612557728099999821e+01	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
-5.808229448899999880e+01	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
-5.612557728099999821e+01	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
-5.808229448899999880e+01	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
-3.353084427699999992e+02	6.000000000000000000e+00	1.000000000000000000e+00	3.000000000000000000e+00
-3.340680609400000094e+02	6.000000000000000000e+00	2.000000000000000000e+00	2.000000000000000000e+00
-3.318867653400000108e+02	6.000000000000000000e+00	3.000000000000000000e+00	1.000000000000000000e+00
-3.312909863900000005e+02	6.000000000000000000e+00	4.000000000000000000e+00	0.000000000000000000e+00
-5.612557728099999821e+01	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
-5.808229448899999880e+01	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00
-9.545756007799999665e+00	0.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
-8.586332845699999439e+01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
-6.027976742199999904e+01	1.000000000000000000e+00	2.000000000000000000e+00	0.000000000000000000e+00
-6.355179685000000234e+01	1.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00
-5.612557728099999821e+01	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
-5.808229448899999880e+01	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
-4.400320808000000170e+02	8.000000000000000000e+00	1.000000000000000000e+00	3.000000000000000000e+00
-4.380330434699999955e+02	8.000000000000000000e+00	2.000000000000000000e+00	2.000000000000000000e+00
