-4.359201092900000276e+02	8.000000000000000000e+00	3.000000000000000000e+00	1.000000000000000000e+00
0.000000000000000000e+00	8.000000000000000000e+00	0.000000000000000000e+00	4.000000000000000000e+00
0.000000000000000000e+00	1.000000000000000000e+01	1.000000000000000000e+00	5.000000000000000000e+00
0.000000000000000000e+00	1.000000000000000000e+01	2.000000000000000000e+00	4.000000000000000000e+00
-5.530090408199999956e+02	1.000000000000000000e+01	3.000000000000000000e+00	3.000000000000000000e+00
-5.518631603899999618e+02	1.000000000000000000e+01	4.000000000000000000e+00	2.000000000000000000e+00
-5.494065647600000375e+02	1.000000000000000000e+01	5.000000000000000000e+00	1.000000000000000000e+00
-5.484957196399999475e+02	1.000000000000000000e+01	6.000000000000000000e+00	0.000000000000000000e+00
-2.189719302800000094e+02	4.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
-2.173817734600000051e+02	4.000000000000000000e+00	2.000000000000000000e+00	0.000000000000000000e+00
-2.214979185999999913e+02	4.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00
0.000000000000000000e+00	6.000000000000000000e+00	1.000000000000000000e+00	2.000000000000000000e+00
-3.274422280100000080e+02	6.000000000000000000e+00	2.000000000000000000e+00	1.000000000000000000e+00
-3.315673587100000077e+02	6.000000000000000000e+00	0.000000000000000000e+00	3.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	3.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00	2.000000000000000000e+00
0.000000000000000000e+00	0.000000000000000000e+00	3.000000000000000000e+00	1.000000000000000000e+00
-1.610105943899999943e+02	3.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
-1.626894394800000043e+02	3.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
-9.868845245999999634e+02	1.800000000000000000e+01	1.000000000000000000e+00	7.000000000000000000e+00
-9.827586828600000217e+02	1.800000000000000000e+01	3.000000000000000000e+00	5.000000000000000000e+00
-9.806856239400000277e+02	1.800000000000000000e+01	4.000000000000000000e+00	4.000000000000000000e+00
0.000000000000000000e+00	1.800000000000000000e+01	5.000000000000000000e+00	3.000000000000000000e+00
-9.745165990799999918e+02	1.800000000000000000e+01	7.000000000000000000e+00	1.000000000000000000e+00
-9.889468788399999539e+02	1.800000000000000000e+01	0.000000000000000000e+00	8.000000000000000000e+00
-1.891331121499999881e+02	3.000000000000000000e+00	1.000000000000000000e+00	5.000000000000000000e+00
-1.875164526400000113e+02	3.000000000000000000e+00	2.000000000000000000e+00	4.000000000000000000e+00
-1.858784384200000090e+02	3.000000000000000000e+00	3.000000000000000000e+00	3.000000000000000000e+00
-1.842445922999999937e+02	3.000000000000000000e+00	4.000000000000000000e+00	2.000000000000000000e+00
-1.826139785899999879e+02	3.000000000000000000e+00	5.000000000000000000e+00	1.000000000000000000e+00
-1.809788489999999967e+02	3.000000000000000000e+00	6.000000000000000000e+00	0.000000000000000000e+00
-1.366259772200000100e+02	2.000000000000000000e+00	1.000000000000000000e+00	5.000000000000000000e+00
-1.350254992799999911e+02	2.000000000000000000e+00	2.000000000000000000e+00	4.000000000000000000e+00
-1.334202254100000005e+02	2.000000000000000000e+00	3.000000000000000000e+00	3.000000000000000000e+00
-1.318316825599999902e+02	2.000000000000000000e+00	4.000000000000000000e+00	2.000000000000000000e+00
-1.302105163299999901e+02	2.000000000000000000e+00	5.000000000000000000e+00	1.000000000000000000e+00
-1.286244832099999940e+02	2.000000000000000000e+00	6.000000000000000000e+00	0.000000000000000000e+00
-1.610105943899999943e+02	3.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
-1.626894394800000043e+02	3.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
